1.113000000000000000e+03,1.680000000000000000e+02,2.160000000000000000e+02,4.750000000000000000e+02,2.550000000000000000e+02,3.730000000000000000e+02,3.800000000000000000e+02,1.010000000000000000e+02,9.960000000000000000e+02,9.230000000000000000e+02
6.800000000000000000e+01,8.450000000000000000e+02,1.150000000000000000e+02,1.850000000000000000e+02,2.850000000000000000e+02,8.900000000000000000e+02,8.910000000000000000e+02,6.590000000000000000e+02,5.350000000000000000e+02,5.270000000000000000e+02
8.110000000000000000e+02,2.350000000000000000e+02,2.970000000000000000e+02,3.700000000000000000e+02,4.020000000000000000e+02,1.590000000000000000e+02,8.120000000000000000e+02,7.600000000000000000e+02,4.110000000000000000e+02,7.430000000000000000e+02
4.800000000000000000e+02,5.900000000000000000e+02,1.870000000000000000e+02,5.400000000000000000e+02,9.680000000000000000e+02,7.520000000000000000e+02,1.320000000000000000e+02,1.520000000000000000e+02,6.150000000000000000e+02,5.840000000000000000e+02
8.010000000000000000e+02,3.230000000000000000e+02,7.280000000000000000e+02,2.590000000000000000e+02,2.420000000000000000e+02,3.460000000000000000e+02,8.010000000000000000e+02,8.010000000000000000e+02,3.890000000000000000e+02,3.100000000000000000e+02
5.920000000000000000e+02,1.012000000000000000e+03,7.890000000000000000e+02,5.740000000000000000e+02,3.220000000000000000e+02,8.390000000000000000e+02,1.400000000000000000e+02,1.490000000000000000e+02,2.140000000000000000e+02,3.690000000000000000e+02
8.400000000000000000e+02,6.240000000000000000e+02,1.240000000000000000e+02,3.790000000000000000e+02,7.020000000000000000e+02,1.990000000000000000e+02,4.550000000000000000e+02,7.900000000000000000e+01,6.730000000000000000e+02,9.250000000000000000e+02
2.080000000000000000e+02,1.890000000000000000e+02,5.800000000000000000e+02,2.160000000000000000e+02,5.320000000000000000e+02,5.930000000000000000e+02,5.970000000000000000e+02,1.309000000000000000e+03,3.740000000000000000e+02,4.020000000000000000e+02
4.450000000000000000e+02,6.240000000000000000e+02,2.930000000000000000e+02,8.530000000000000000e+02,2.010000000000000000e+02,6.720000000000000000e+02,2.610000000000000000e+02,5.320000000000000000e+02,2.650000000000000000e+02,8.540000000000000000e+02
3.900000000000000000e+01,8.670000000000000000e+02,4.340000000000000000e+02,4.840000000000000000e+02,7.690000000000000000e+02,6.520000000000000000e+02,2.820000000000000000e+02,7.440000000000000000e+02,4.000000000000000000e+02,3.290000000000000000e+02
