2.520000000000000000e+02,1.002000000000000000e+03,3.020000000000000000e+02,8.880000000000000000e+02,1.580000000000000000e+02,2.810000000000000000e+02,7.530000000000000000e+02,7.600000000000000000e+01,7.400000000000000000e+01,2.140000000000000000e+02
8.610000000000000000e+02,9.000000000000000000e+00,4.500000000000000000e+01,1.087000000000000000e+03,3.880000000000000000e+02,1.600000000000000000e+01,6.900000000000000000e+01,1.640000000000000000e+02,1.670000000000000000e+02,1.194000000000000000e+03
8.110000000000000000e+02,1.017000000000000000e+03,1.600000000000000000e+01,2.480000000000000000e+02,2.810000000000000000e+02,5.800000000000000000e+01,5.470000000000000000e+02,2.600000000000000000e+02,6.730000000000000000e+02,8.900000000000000000e+01
8.500000000000000000e+01,3.030000000000000000e+02,7.020000000000000000e+02,4.510000000000000000e+02,5.300000000000000000e+01,1.165000000000000000e+03,4.450000000000000000e+02,4.690000000000000000e+02,2.790000000000000000e+02,4.800000000000000000e+01
3.900000000000000000e+01,1.680000000000000000e+02,1.190000000000000000e+02,6.600000000000000000e+02,8.600000000000000000e+01,4.000000000000000000e+02,1.586000000000000000e+03,1.220000000000000000e+02,6.880000000000000000e+02,1.320000000000000000e+02
3.970000000000000000e+02,4.990000000000000000e+02,1.900000000000000000e+01,1.760000000000000000e+02,2.260000000000000000e+02,8.300000000000000000e+01,5.280000000000000000e+02,4.320000000000000000e+02,4.040000000000000000e+02,1.236000000000000000e+03
5.270000000000000000e+02,7.200000000000000000e+01,1.310000000000000000e+02,5.700000000000000000e+02,1.640000000000000000e+02,1.000000000000000000e+00,9.540000000000000000e+02,2.860000000000000000e+02,4.270000000000000000e+02,8.680000000000000000e+02
6.100000000000000000e+01,1.000000000000000000e+02,6.880000000000000000e+02,1.150000000000000000e+02,1.830000000000000000e+02,1.180000000000000000e+02,1.352000000000000000e+03,3.330000000000000000e+02,4.770000000000000000e+02,5.730000000000000000e+02
9.960000000000000000e+02,2.240000000000000000e+02,2.990000000000000000e+02,5.890000000000000000e+02,1.510000000000000000e+02,1.050000000000000000e+02,2.250000000000000000e+02,1.300000000000000000e+01,1.334000000000000000e+03,6.400000000000000000e+01
2.270000000000000000e+02,8.370000000000000000e+02,2.790000000000000000e+02,4.580000000000000000e+02,5.100000000000000000e+02,2.060000000000000000e+02,1.160000000000000000e+02,9.860000000000000000e+02,2.340000000000000000e+02,1.470000000000000000e+02
