2.930000000000000000e+02,1.150000000000000000e+02,2.360000000000000000e+02,1.850000000000000000e+02,3.590000000000000000e+02,2.790000000000000000e+02,9.670000000000000000e+02,5.150000000000000000e+02,5.940000000000000000e+02,4.570000000000000000e+02
5.050000000000000000e+02,3.170000000000000000e+02,5.650000000000000000e+02,1.540000000000000000e+02,3.650000000000000000e+02,3.180000000000000000e+02,1.600000000000000000e+02,1.120000000000000000e+02,5.610000000000000000e+02,9.430000000000000000e+02
8.960000000000000000e+02,1.620000000000000000e+02,3.350000000000000000e+02,3.000000000000000000e+00,2.240000000000000000e+02,4.900000000000000000e+01,6.250000000000000000e+02,7.280000000000000000e+02,9.200000000000000000e+01,8.860000000000000000e+02
4.870000000000000000e+02,3.720000000000000000e+02,1.200000000000000000e+01,9.300000000000000000e+01,1.190000000000000000e+02,3.510000000000000000e+02,2.100000000000000000e+01,5.830000000000000000e+02,4.480000000000000000e+02,1.514000000000000000e+03
7.770000000000000000e+02,1.250000000000000000e+02,3.000000000000000000e+02,2.980000000000000000e+02,1.260000000000000000e+02,1.400000000000000000e+01,7.670000000000000000e+02,3.500000000000000000e+02,2.300000000000000000e+02,1.013000000000000000e+03
1.000000000000000000e+01,6.600000000000000000e+01,5.950000000000000000e+02,3.610000000000000000e+02,2.450000000000000000e+02,1.500000000000000000e+01,1.525000000000000000e+03,1.370000000000000000e+02,9.200000000000000000e+01,9.540000000000000000e+02
3.440000000000000000e+02,7.180000000000000000e+02,6.140000000000000000e+02,3.360000000000000000e+02,1.630000000000000000e+02,1.780000000000000000e+02,1.170000000000000000e+02,8.100000000000000000e+01,6.110000000000000000e+02,8.380000000000000000e+02
2.320000000000000000e+02,3.380000000000000000e+02,5.800000000000000000e+01,7.460000000000000000e+02,7.780000000000000000e+02,3.870000000000000000e+02,4.570000000000000000e+02,1.010000000000000000e+02,4.840000000000000000e+02,4.190000000000000000e+02
6.840000000000000000e+02,1.963000000000000000e+03,2.410000000000000000e+02,1.220000000000000000e+02,5.200000000000000000e+01,3.120000000000000000e+02,3.470000000000000000e+02,8.900000000000000000e+01,1.200000000000000000e+02,7.000000000000000000e+01
4.850000000000000000e+02,3.440000000000000000e+02,4.130000000000000000e+02,4.690000000000000000e+02,4.120000000000000000e+02,3.570000000000000000e+02,1.020000000000000000e+02,2.360000000000000000e+02,5.160000000000000000e+02,6.660000000000000000e+02
